text,target
"2 down.... 1 to go... Then I'm home free! Oh yeah, I had a flat tire today ",0
At least I have lunch for tomorrow now! And it's not soup!! ,4
O tru....aight naa @beauty_c ima try it....i hope it wrk cuz i dnt wanna be missin out on a lot of soda u feel me. ,4
Futurama &lt;333 But I'm so so bored!!! Somebody text me please! ,4
@Megan_Park i can't WAIT till new season starts!! AND i'm watching in it from spain!  i love the show sooo much!,4
@poojarazdan hey that's one of my favorite song too. ,4
jammin to the one and only Mary Magdalan!  MJL,4
"Lunch over. Back to the cold office  too much AC there, what's all that about?",0
watching my favorite t.v. show ,4
"I have no money hun  I think I'll be cooking dinner, eating it, showering, and going to bed!!",0
bedtime's gettin near here..  need to sleep got to be up early for a brand new day. hello dreamworld! nite! zZzzzZZzzZZ,0
.. that she was the last one leaving her office. She had janitors accompanied her throughout the time. I feel so guilty today. ,0
@DJIronik heyy babe how are you  can you send me the background pleasee  sarahrushworth@live.co.uk  thankss  x,4
@melflynn was dying to join you but had to pack. ,0
Going to see land of the lost and the hangover with Cimara! ,4
http://twitpic.com/7paes - oh @carolinabvb help me ,0
"@amruth92 well! Awesome. I gotta go, but if u DM me, it goes to my phone. Ill talk to ya there... TTYL ",4
"Please please please friends of Govanhill Baths, let me in to your empty swimming pool to take photos ",4
@EdEntrepreneur Awesome having spotty DM today  How's the arm feeling?,4
OMG I MISS SGA SO MUCH ,0
Yay! The Oscar Mayer Weinermobile is in town today. Too bad I have to work ,0
@UFOhunters I just signed ,4
"@ashleytisdale woah! I can't wait for that show!  and btw, I sooo love your outfit at the MTV movie awards. especially the shoes! So cute!",4
@Pawelotti thank you ,4
"heineken @fingerscale =&gt; instead of on strings, put your fingers on the keyboard and update ",4
Ugh. Can't sleep. ,0
"@KristenH_09 I do nanowrimo every year, only finished once though  It's about time to try it again",4
vou comer  HAUSHAUSHASUAHSUAHSAUS,4
@frogboy229 They're old but no cataracts dammit.  :p JK!,0
@janellecaminker you're so lucky you have air! it's 78 degrees in my house right now and feels no less colder outside ,0
@Jessicaveronica ahhhhhhhhhhhh c ya there ! wayheyyy! ,4
"I need to find more constructive ways to spend my summer, other than watching One Tree Hill obsessively. I'm going to go change. ",0
@Jonasbrothers you were right...the song &quot;I only see you&quot; is AMAZING ! i'm listening  to it all the time ,4
@joeymcintyre sounds like a good plan!  I know @qbee27 &amp; @beebees27 are in too!  ,4
@choley @JeffParsons @Ronzio bad news about the topless coffee shop.  I hope it comes back bigger and boobier than ever!,0
Bethany - my girl Hollis is coming to Atlanta today!!   .,4
need newcastle to win ,0
here comes a sad part...and probably some tears  i cry every time,0
nobody will admit to voting BNP  that makes me laugh.,4
@bradiewebbstack something to do with powers...but that show scaresthe shot out of me bradie ,0
"Upgraded my BB Facebook App from 1.5 to 1.6, now its not working  wondering where to download 1.5, I want to rollback for now. Sigh.",0
Car accidents are no fun! My effen neck and head hurt.. I need a massage! ,0
@stewwatson yeah man  I've seen official news Told ya!,0
"@RigRag Hey, we're interested in promotion 2 ",4
"I've said goodbye to my boyfriend. Missing him so much already. Well, next week I'm back... ",4
@Aur1 good night ,4
back to work tomorrow  at least i had a great weekend.,0
watching @KhloeKardashian @RobKardashian @KimKardashian @KourtneyKardash on Keeping up with the Kardashians!!  ,4
So exhausted from shopping. The heat is amazing !!!!! Miss cali  especially my mish !!!,0
I can't believe that the people of yorkshire and humberside have voted in BNP MEP.This is a shameful day for the counties.  ,0
I WANT SOME FREAKING CHOP STICKS  @molliesays should go get me some.,0
@emmac14: the best time i had is with you ,4
"Hooked on The Sims, can't believe my partner just passed away  life is so darm fast on this game.",0
@so_yun yeah i thought she was going to say she loved the boricha! oh well. hahaha. and yeah you definitely didn't sound dumb! good job! ,4
This movie STEPMOM gets me every time! SO sad. ,0
@eoghanquigg im so gutted i cant come and see you  when are you gonna do your own tour? will deffo be there!!! ,0
@KimKardashian  Is Khloe on Twitter?  I hope I didn't follow the fake one. ,0
Bonjour Twitterland ,4
I had the worst dream ever last night. I miss jake ,0
i feel so left out ,0
"@Kiesh It's a small (Twitter) world after all, huh?  Luv DC though.  Been there a few times.  Oh, sorry about yesterday's train wreck ",0
Watchin So noTORIous.  Nothin like a gay ZQ to lift one's soul ,4
I think I broke my toe! Damn. Sent my sister's to get some tape so I can walk back 2 the car. ,0
@Magicbert I love JoMo  but Hawkins and Ryder are good too ,0
I hate lightning. I'm scared ,0
@nelip yayayayayaya!!!! thats is going to be a GREAT movie ,4
@spencerb I liked him... I didn't think he should have gotten the boot. Seriously. Pass that along to him for me please. ,4
Ace...still sick   dogs r cute until they get the runs&amp;get 2 vomitting (TMI?). .... Straight to the vet we go....,0
You don't evenneed to tell me how ungrateful i sound ,0
#SaveEarl -&gt; Besides the comedic timing and scriptwriting is first rate. Don't banish me to &quot;My Name Is Earl&quot;re-runs  ,0
New Moon Trailer Tonight.... ,4
@thebrandicyrus http://twitpic.com/5bc0p - ,4
Who ate MY last hot pocket!   -9.15.08,0
layinq in bed listeninqq to &quot;Falls Away&quot; by Dawn Richard; amazing love song  peep it,4
I can imagine you with big puppy dog eyes asking me to stay! lol@Emss: &quot;Oh  @nightmare_on_fire&quot; â« http://blip.fm/~8m68h,0
@azzyheartsw Yeh you're right! I was thinking about you  x,4
@leeteuk : why do you leave Hyukie at home so long. I think he is hungry  comeback comeback quickly,0
"@_hmj_ I wasn't watching  oh Safina. i've lost your number btw, text me?",0
@breelin omg u r NOT!! I'm soooo sad dude I'm gonna have to watch it all by myself now ,0
@takydine haha alright..  u scared me..because u wrote suddenly all my names :O  i add u at msn ok? &amp; u speak french? ,4
"@elmoss1 It's brkfst, doofy, what could be wrong w/it? Then just eat fruit &amp; cheese w/your whine! ",4
Trying on the new 'dave' work shirt.....and it's too small.     Big fattie.,0
i cant WAIT!! well...yes i can and i will...but i am excited ,4
Had a wonderful and lazy day ,4
Ready For WOrk....Uggghhh. I Reeeeally Dont Wanna Go.  Super Tired. ,0
"@kkchristy  hey, dropping in to say hi! new to twitter...getting the hang of it. ",4
my car is poo poo ,0
I still can't believe i failed. I thought i was doing good... ,0
I am hungry ,0
@joshdutcher You are showing NOBODY my ass. That was between you and me. ,0
"@ddlovato omgsh hey demiiiiiiiii, i love you soooooooooooooooooo much, u r sooooo cool and pretty, how are you? ",4
In my porshe  on my way to whitter...this feels so good,4
@giannasmiley hey  what`s up?,4
apparantly my best friend is bulking up. ,4
"@JuliFernandes_ i'll be here for you too   whenever you need to vent, cry, or tell me how you feel off a scooter again...=P",4
@bassyc I know!! the delay cost us dearly.. ,0
"@JakeO_O You see, I always knew they started waking up early. Just not 3 am early. I like it though, I'm not complaining. ",4
is feeling abit lonely ,0
"@letsgetwasted miss you marcia bum, we hardly speak these days ! ",0
@Vijay_Vikram Firstly thats not his brief in the Foreign Min and he doesn't run the Govt. Cut the man some slack ,4
@theDebbyRyan i love all the quotes you put on here ,4
Last final! Two days and i'm outta here! ,4
"@leopardqueen i am sorry, dear! ",0
"miss you..  you're in London, i'm here... ",0
@exclamationkate Your mom sounds just like my mom! ,4
will update her iPod.. after 198765 years  http://plurk.com/p/xbkhh,4
@MckMama  The Mcknic ,4
@taylorswift13 I want to come ,0
@beccabrealey aaaaahhhhh i hope shes okay ,0
CARA: OOOH 40 FOLLOWERS!! THANKS GUYS!!  XOXO,4
@tinkerbelledust Tonks says don't forget her hair is more-or-less red at the moment  :-p,0
One leaky joint  but garden tap works!,0
just bought a pcd necklace &amp; a earmuff thingo ,4
28 followers in one day after one post? Damn!  Watch out for the competition Marta ... pressure is rising ...,4
"@TwilightBree Good morning. Have a wonderful day at your new job  (via @semipenguin) Have a great day, Breanna!",4
Why does it look like it's going to rain? ,0
@sierramin intermix sale? I wish i wasn't so consistently BROKE ,0
Del tha Funkee Homosapien concert cancelled for tonight ,0
@dtagurit sleeping is so over rated I get so much more accomplished when I am awake ,4
@jonasaustralia really? do u have a friend moving away aswel  thats so sadd !,0
"Still belly aching. Where did this come from? It's all severe and stuff.  Ouchers. I'm gonna lay down, see if that helps.",0
Dynamite Diva is in a bad mood...damn flowers still NOT here...SO F***ing angry and its not nice to see (and hear) a Lady swear ,0
is looking forward to the weekend - the part after i work saturday... ,0
Morning Jakarta ! Morning Indonesia ! HOAMMMM! starts with EXAM (AGAIN) !fiuhhhhh ,0
is it Monday already? ugh ,0
i miss my nephew ,0
@crystalsimeoni I propose we go with red...for the blood we will shed ,0
Was up before lunch today  Had to watch the F1 downstairs because the fucking rabbit chewed through my AV cable =/ Need an electrician!,4
"@Artlandis @mys7 @shaina81 weeeeee triangoli alle 10:50, ah beata gioventÃ¹ ",4
wuaaah we have strawberries at home ,4
@boundtogether awww that sounds horrible  you made it out ok though?,0
@Browsey who knew he had it in him! ,4
is enjoying the lack of schoolwork ,4
Storm chasing for me today doesn't look promising.  Storm probability seems to have moved into Iowa; too far to drive.,0
"@megspptc yes,   I should've gone w/ Jordan, I'm sure he wouldn't have ignored me.....  but we're not being sad &amp; devastated again",0
Maybe it's time to nudge some people. I'm getting pretty lonely out here. ,0
@fenifer Thanks!  I will try those.  I just can't believe they would deny you on the basis of a couple of questions &amp; no interview ,0
@iateyourgranny Hello ,4
@JonasWorld welcome have fun don't get to c it bc they don't come to Indiana this time  Ashley,0
@jonathanrknight  Good Night Jon ,4
ubin rocked my boat...it was fun...so was saturday breakfast and sunday dinner with her ,4
"@bargainvillas no problem, if you need any info, ping me an email ",4
http://twitpic.com/7j683 - We have peacocks! ,4
igor is down again. ,0
is at work ,0
"@abguerraartist I could be wrong but I think its called weird. Then again, Id drink it if you gave it to me. ",4
@stuscuba Yes he called ahead yesterday. Thanks for putting him in touch with @theSkiff! ,4
Ugh!!! FML!!! I'm so tired!!! I wanna go back to sleep... ,0
I improved my concentration with extra nutrition.  Ready to go to class.,4
Watching the making of 1 vs 100 ok Xbox LIVE. Looks like a lot of fun.  hopfully it's coming to the UK soon.,4
@xXHAZELXx some people would pay a lot if money to get peed on.  Im glad neither of us is on that list.  ,4
I've just realised that I've attained that age where &quot;fun weekend activities&quot; include trips to DIY stores. I'm off to B&amp;Q to buy turf ,0
Turning into a busy day!! Client has a router problem  Friend wants photos and video doing of their property ,0
Ugh major headache.... ,0
So effing tired.  - So effing tired.  http://bit.ly/4kv8wK,0
"@ManMadeMoon hahaha, doesnt sound like you'll ever leave!!! though in my opinion, cup cakes is a brilliant reason to stay in la la land  ",4
Will the movie Street Dreams become a worldwide show? Please make it global! I wanna watch it badly ,0
i have had this annoying headache/pressure pain for 3 days ,0
@JunkFoodTees  weekend was amazing)) I went to the cinema and saw Star Trek (via @MargarethTurner) - That's great    Loved that movie  ,4
my face is so hard... and @reneedg who is webcamin' with me is laughin' at me ,0
